C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_420.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_420.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_420.jpg, 0, 0, 0, 7.882105E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_521.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_521.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_521.jpg, 0, 0, 0, 7.824162E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_622.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_622.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_622.jpg, 0, 0, 0, 7.793756E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_727.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_727.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_727.jpg, 0, 0, 0, 7.786785E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_828.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_828.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_828.jpg, 0, 0, 0, 7.869204E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_39_934.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_39_934.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_39_934.jpg, 0, 0, 0, 7.826274E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_40_034.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_40_034.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_40_034.jpg, 0, 0, 0, 7.807263E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_40_138.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_40_138.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_40_138.jpg, 0, 0, 0, 7.94822E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_40_243.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_40_243.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_40_243.jpg, 0, 0, 0, 7.831985E-05
C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\center_2020_05_14_22_04_40_346.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\left_2020_05_14_22_04_40_346.jpg, C:\Users\gasparsv\Documents\Programming\Python\Selfdriving_Learning\Recording\IMG\right_2020_05_14_22_04_40_346.jpg, 0, 0, 0, 7.792677E-05
